category,rank,code,name,index_tag,score,annual_return,annual_return_1y,annual_return_3y,annual_volatility,sharpe,max_drawdown,calmar,avg_turnover,days,years,start_date,end_date
股票-稳健,16,sh.512890,华泰柏瑞中证红利低波动ETF,华泰柏瑞中证红利低波动ETF,0.47553795513707603,0.11358564394632698,-0.08078231292517002,0.03928135408747613,0.1700291197638303,0.5504095067734104,-0.16525662718556117,0.6873288283851118,758858892.1333333,1799,7.14,2019-01-18,2026-06-26
股票-稳健,17,sz.159996,国泰中证全指家用电器ETF,国泰中证全指家用电器ETF,0.47428654150856087,0.07557540638457527,0.06641509433962267,0.09917500642727028,0.22215883982737875,0.25016067975399187,-0.39612558450233804,0.19078648121030214,79294337.68296665,1522,6.04,2020-03-16,2026-06-26
股票-稳健,18,sz.159628,万家国证2000ETF,万家国证2000ETF,0.4683558352105525,0.1128547198377925,0.40130353817504627,0.15177263652852768,0.2567626323712519,0.3616364226377547,-0.3626991565135894,0.311152418777583,69478668.40355,954,3.79,2022-07-18,2026-06-26
股票-稳健,19,sh.513630,摩根标普港股通低波红利ETF,摩根标普港股通低波红利ETF,0.46786900169854817,0.18500759525628885,0.029166666666666785,,0.1741050904430582,0.9477471039840463,-0.15022935779816515,1.2315009394159073,364184144.65,614,2.44,2023-12-08,2026-06-26
股票-稳健,20,sz.159232,南方中证全指自由现金流ETF,南方中证全指自由现金流ETF,0.46742445355437034,0.13964000683549838,0.10541586073500975,,0.152797288718853,0.7829982314387526,-0.2176591375770021,0.6415536163102613,231353394.69756663,279,1.11,2025-04-30,2026-06-26
股票-稳健,21,sz.159944,广发中证全指原材料ETF,广发中证全指原材料ETF,0.46285482606996003,0.06583639237893157,0.5993723849372385,0.16141087758727424,0.2799070563441784,0.16375575870645567,-0.5170199100834939,0.1273382148248403,13896876.355583332,2640,10.48,2015-07-06,2026-06-26
股票-稳健,22,sz.159601,华夏MSCI中国A50互联互通ETF,华夏MSCI中国A50互联互通ETF,0.46244131771913144,0.03149223806598744,0.37681159420289845,0.13339431455404238,0.18577977217996144,0.06185946904302974,-0.38223938223938225,0.08238878443526007,75762608.87413335,1122,4.45,2021-11-08,2026-06-26
股票-稳健,23,sz.159577,汇添富MSCI美国50ETF,汇添富MSCI美国50ETF,0.4613500424646737,0.1926238377757281,0.21777421937550012,,0.22299949288863904,0.7740996875806018,-0.24330357142857154,0.7917016451699648,103656978.40306666,566,2.25,2024-02-23,2026-06-26
股票-稳健,24,sh.513910,华夏中证港股通央企红利ETF,华夏中证港股通央企红利ETF,0.46052220876948896,0.18699438125086565,-0.029192124915139228,,0.20643137337445952,0.8089583405907178,-0.17341040462427748,1.078334265213325,218428367.61666667,560,2.22,2024-03-04,2026-06-26
股票-稳健,25,sh.515080,招商中证红利ETF,招商中证红利ETF,0.4570893704010203,0.09652724197333407,-0.012286324786324854,0.024201357078410313,0.15365177419196455,0.49805635096490913,-0.17227378190255216,0.5603130140135621,350943300.51666665,1571,6.23,2019-12-27,2026-06-26
股票-稳健,26,sh.513920,华安恒生港股通中国央企红利ETF,华安恒生港股通中国央企红利ETF,0.45681621258381894,0.19741314644542518,-0.0006570302233903647,,0.21344102377927243,0.8312045327748003,-0.16885245901639354,1.1691458187544592,183466856.78333333,595,2.36,2024-01-05,2026-06-26
股票-稳健,27,sh.515180,易方达中证红利ETF,易方达中证红利ETF,0.45501104440524226,0.08093741067198867,-0.009738283627510613,0.027689627876964718,0.15195051563266446,0.4010345764097499,-0.17314022383146802,0.46746740232224654,361172045.98333335,1576,6.25,2019-12-20,2026-06-26
股票-稳健,28,sh.512040,富国中证价值ETF,富国中证价值ETF,0.4490927987930115,0.1366165033446538,0.15809167446211414,0.09439196080225187,0.1764444432197646,0.6609247716540777,-0.19354838709677413,0.7058519339473782,147165319.01666668,1834,7.28,2018-11-29,2026-06-26
股票-稳健,29,sz.159235,大成中证全指自由现金流ETF,大成中证全指自由现金流ETF,0.4480685306758812,0.1313997703731895,0.0976789168278529,,0.15294157490854351,0.7283812164207456,-0.2210020590253947,0.5945635572476307,102711695.6076,279,1.11,2025-04-30,2026-06-26
股票-稳健,30,sz.159595,大成中证A50ETF,大成中证A50ETF,0.4436208189761938,0.14436582051896507,0.1876090750436301,,0.19240771469517184,0.6463660810898131,-0.17059748427672963,0.8462365147471128,144974240.7668,550,2.18,2024-03-18,2026-06-26
