category,rank,code,name,index_tag,score,annual_return,annual_return_1y,annual_return_3y,annual_volatility,sharpe,max_drawdown,calmar,avg_turnover,days,years,start_date,end_date
股票-稳健,6,sh.512100,南方中证1000ETF,中证1000,0.576224084359537,0.028840373286292076,0.40909090909090917,0.10922811748261751,0.24183120033367725,0.03655596661677311,-0.5097276264591439,0.056579968966237126,2730114554.633333,2339,9.28,2016-11-04,2026-06-26
股票-稳健,7,sh.510180,华安上证180ETF,上证180,0.5682967722216433,0.07728765327665887,0.16019682886823383,0.0741886017259119,0.2399974515289449,0.23870108999782313,-0.7124256792353428,0.10848521541168038,145081232.66666666,4884,19.38,2006-05-18,2026-06-26
股票-稳健,8,sz.159352,南方中证A500ETF,中证A500,0.5352867234379036,0.23181179387973727,0.371,,0.18561058548952103,1.1411622527945502,-0.15902712815715617,1.4576871038672896,4490447134.511283,412,1.63,2024-10-15,2026-06-26
股票-稳健,9,sh.510210,上证综指ETF,上证综指ETF,0.5340036455579555,0.049147030994634244,0.1622678396871946,0.07391573868641821,0.22858824620456805,0.12750887886225787,-0.47122302158273377,0.10429675279777344,570106093.3166667,3654,14.5,2011-03-25,2026-06-26
股票-稳健,10,sh.510900,易方达恒生国企(QDII-ETF),易方达恒生国企(QDII-ETF),0.5164255758105445,-0.0024481857249832872,-0.17512690355329952,0.05051648846790213,0.2273189728745877,-0.09875192308460762,-0.5575279421433267,-0.004391144443041958,148303241.6,3320,13.17,2012-10-22,2026-06-26
股票-稳健,11,sz.159531,南方中证2000ETF,中证2000,0.494394868229317,0.17768555100473682,0.3503521126760565,,0.31077641143624923,0.5073922768977062,-0.36542056074766355,0.48624946182881945,141398150.38516667,667,2.65,2023-09-18,2026-06-26
股票-稳健,12,sz.159907,广发国证2000ETF,广发国证2000ETF,0.48222821468928123,0.056448507836177386,0.3980582524271845,0.13784186449308766,0.26960312300365047,0.13519319594708057,-0.6267828843106181,0.09006070403192902,10226466.276066665,3602,14.29,2011-08-10,2026-06-26
股票-稳健,13,sh.513850,易方达MSCI美国50ETF(QDII),易方达MSCI美国50ETF(QDII),0.48197501335522835,0.2376318941705744,0.2282217422606192,,0.2735155248988927,0.7956838802880526,-0.2871994801819363,0.827410599838267,124513904.01666667,629,2.5,2023-11-17,2026-06-26
股票-稳健,14,sz.159905,工银深证红利ETF,工银深证红利ETF,0.4811408283618552,0.04509094437621619,-0.009249743062692661,0.00017295053959509588,0.24807825746852527,0.1011412472509792,-0.49937106918238994,0.09029546795741025,42979017.0601,3751,14.88,2011-01-11,2026-06-26
股票-稳健,15,sh.512090,易方达MSCI中国A股国际通ETF,易方达MSCI中国A股国际通ETF,0.47976813546909514,0.09993100363078389,0.3231746031746032,0.11808123083458022,0.19062148339337695,0.41931791846270483,-0.3553459119496855,0.28122176242999364,128036060.45,1956,7.76,2018-06-01,2026-06-26
