code,name,days,start_date,end_date,years,annual_return,annual_return_1y,annual_return_3y,annual_volatility,sharpe,max_drawdown,calmar,avg_turnover
sz.159321,华安中证沪深港黄金产业股票ETF,499,2024-05-27,2026-06-26,1.98,0.10295346846289433,0.08839285714285716,,0.3943682380782372,0.210345206467762,-0.5006145022531748,0.20565418700321203,37158190.799783334
sz.159322,平安中证沪深港黄金产业ETF,491,2024-06-14,2026-06-26,1.95,0.14204600346688956,0.05500821018062396,,0.39939729808068775,0.30557543592153535,-0.4904837430610626,0.2896038971248953,11025296.443333333
sz.159323,华夏中证港股通汽车产业主题ETF,352,2025-01-08,2026-06-26,1.4,0.016780624206406802,-0.2011173184357542,,0.30165135973567314,-0.010672505492480552,-0.3185840707964603,0.052672514870110224,194029418.17275
sz.159325,南方中证半导体行业精选ETF,394,2024-11-08,2026-06-26,1.56,0.8242124009037579,1.6823069403714568,,0.3805655001163849,2.11320364210054,-0.2144063027574564,3.8441612504093903,124979342.60743333
sz.159326,华夏中证电网设备主题ETF,431,2024-09-09,2026-06-26,1.71,0.5517049156808,0.9641847313854857,,0.29485033906274777,1.8033044064692314,-0.19114027891714527,2.886387520235601,1504767367.481683
sz.159327,万家中证半导体材料设备主题ETF,456,2024-08-05,2026-06-26,1.81,1.2697664001207127,2.6144578313253017,,0.4052439880848118,3.0839850481857223,-0.24766355140186916,5.126981313694953,149345983.77295002
sz.159329,南方基金南方东英沙特阿拉伯ETF(QDII),466,2024-07-16,2026-06-26,1.85,-0.09180300149011245,-0.11296660117878188,,0.2745615412733318,-0.407205615803308,-0.3320923306031273,-0.2764381861013924,41324090.601433344
sz.159330,沪深300ETF基金,446,2024-08-19,2026-06-26,1.77,0.2631266569460269,0.2915601023017902,,0.20693952001557964,1.174868178527344,-0.198218262806236,1.3274592018962486,20523329.955883335
sz.159331,国泰中证港股通高股息投资ETF,458,2024-08-01,2026-06-26,1.82,0.1272526988287881,-0.025216706067769712,,0.20881543621378518,0.5136243793729062,-0.18394388152766952,0.6918017482937929,6000196.7875166675
sz.159333,万家中证港股通央企红利ETF,435,2024-09-03,2026-06-26,1.73,0.17343340735926271,-0.02945619335347438,,0.23761405019246087,0.6457253147908799,-0.2005813953488371,0.8646535091534262,10756925.140433332
sz.159335,融通中证诚通央企科技创新ETF,433,2024-09-05,2026-06-26,1.72,0.334814010610732,0.404823428079242,,0.24027897002815712,1.310202097894129,-0.14418316831683173,2.322143524235806,5001318.282566667
sz.159336,融通中证诚通央企红利ETF,333,2025-02-12,2026-06-26,1.32,0.07860369543245205,0.10187932739861538,,0.1655635017517155,0.3539650636306067,-0.18686131386861313,0.4206525888377317,12992608.3088
sz.159337,中证500ETF基金,424,2024-09-20,2026-06-26,1.68,0.5084295390495195,0.5490654205607477,,0.26644376297206374,1.8331430753015248,-0.17588652482269504,2.8906679437896066,18673241.18315
sz.159338,国泰中证A500ETF,412,2024-10-15,2026-06-26,1.63,0.23092888688884416,0.3764458464773923,,0.18252641315621526,1.1556074720447207,-0.1483300589390963,1.5568583235287639,4820323148.757318
sz.159339,银华中证A500ETF,412,2024-10-15,2026-06-26,1.63,0.2326315526533953,0.3768267223382047,,0.17846393153872897,1.1914539303268208,-0.15317073170731701,1.5187728756033776,81351499.12608334
sz.159350,富国深证50ETF,613,2023-12-11,2026-06-26,2.43,0.25376606703646476,0.5188762071992976,,0.24430615903351974,0.9568570352923078,-0.2503649635036498,1.01358458262378,60535859.224916674
sz.159351,嘉实中证A500ETF,412,2024-10-15,2026-06-26,1.63,0.22929915479079166,0.3726899383983573,,0.1843852637591691,1.1351186668809028,-0.1613832853025936,1.4208358341500846,742762868.6057665
sz.159352,南方中证A500ETF,412,2024-10-15,2026-06-26,1.63,0.23181179387973727,0.371,,0.18561058548952103,1.1411622527945502,-0.15902712815715617,1.4576871038672896,4490447134.511283
sz.159353,景顺长城中证A500ETF,412,2024-10-15,2026-06-26,1.63,0.2287378791108492,0.3729338842975207,,0.17665348600287373,1.1816233227769621,-0.1420289855072463,1.6105013937396535,195227802.68033335
sz.159356,万家中证A500ETF,374,2024-12-06,2026-06-26,1.48,0.2320387363088483,0.3891129032258063,,0.17577685724829023,1.2062949561632967,-0.12427184466019417,1.8671867062352638,55542410.64665
sz.159357,博时中证A500ETF,380,2024-11-28,2026-06-26,1.51,0.24581927685378568,0.3846153846153846,,0.17834597495799567,1.2661865618608494,-0.1260827718960538,1.9496658675655232,37385090.27571668
sz.159358,大成中证A500ETF,379,2024-11-29,2026-06-26,1.5,0.23854563506127424,0.38499506416584417,,0.18069039058032946,1.2095033629589478,-0.13060057197330782,1.8265282567830428,78272283.79311666
sz.159359,华安中证A500ETF,378,2024-12-02,2026-06-26,1.5,0.22214220308295407,0.3700000000000001,,0.17824171165720404,1.1340903383587095,-0.12427745664739884,1.787469820155863,39623472.517333336
sz.159360,天弘中证A500ETF,380,2024-11-28,2026-06-26,1.51,0.2531867974747497,0.3928571428571428,,0.17587108913917715,1.3258961357214047,-0.12440191387559799,2.035232333547028,46610360.65185
sz.159361,易方达中证A500ETF,387,2024-11-19,2026-06-26,1.54,0.21673857784771045,0.38095238095238115,,0.17502674547132532,1.1240486550665034,-0.11155378486055775,1.9429065371348333,1998433872.3492498
sz.159362,工银中证A500ETF,378,2024-12-02,2026-06-26,1.5,0.2365218608121753,0.3942115768463075,,0.17675178223867724,1.22500524786672,-0.12704523580365726,1.8617137377564419,46965130.69786666
sz.159363,华宝创业板人工智能ETF,368,2024-12-16,2026-06-26,1.46,1.1344982191261073,2.069105691056911,,0.4567991211103643,2.439799394572041,-0.3166522864538395,3.5827886538614666,1253136198.5134835
sz.159365,富国恒指港股通ETF,240,2025-06-30,2026-06-26,0.95,-0.10879773038709617,-0.10879773038709617,,0.17790902355699287,-0.7239527698595682,-0.20689655172413793,-0.5258556968709648,5930736.415116667
sz.159366,永赢中证港股通医疗主题ETF,291,2025-04-14,2026-06-26,1.15,0.05098060194578302,-0.14728096676737168,,0.28821627930094035,0.10749081218078838,-0.3678094131319,0.1386060283549646,79140839.4548
