code,tradeStatus,code_name,is_etf,is_index,ipoDate,outDate,type,status
sh.511810,1,南方理财金交易型货币H,True,False,2015-01-05,,5,1
sh.511820,1,鹏华添利交易型货币B,True,False,2016-02-22,,5,1
sh.511830,1,华泰柏瑞交易货币A,True,False,2015-08-03,,5,1
sh.511850,1,招商财富宝交易型货币E,True,False,2016-07-18,,5,1
sh.511860,1,博时保证金货币ETFA,True,False,2014-12-09,,5,1
sh.511880,1,银华日利A,True,False,2013-04-18,,5,1
sh.511900,1,富国收益宝交易型货币H,True,False,2015-12-09,,5,1
sh.511910,1,融通易支付货币E,True,False,2016-07-04,,5,1
sh.511920,1,广发货币E,True,False,2016-03-28,,5,1
sh.511930,1,国联日盈A,True,False,2015-12-15,,5,1
sh.511950,1,广发添利货币A,True,False,2016-12-19,,5,1
sh.511960,1,嘉实快线货币H,True,False,2016-01-11,,5,1
sh.511970,1,国寿安保货币E,True,False,2016-07-18,,5,1
sh.511980,1,汇添富添富通货币E,True,False,2015-11-02,,5,1
sh.511990,1,华宝添益A,True,False,2013-01-28,,5,1
sh.512000,1,华宝中证全指证券公司ETF,True,False,2016-09-14,,5,1
sh.512010,1,易方达沪深300医药ETF,True,False,2013-10-28,,5,1
sh.512020,1,鹏华中证A500ETF,True,False,2024-12-02,,5,1
sh.512030,1,易方达中证A50增强策略ETF,True,False,2025-08-13,,5,1
sh.512040,1,富国中证价值ETF,True,False,2018-11-29,,5,1
sh.512050,1,华夏中证A500ETF,True,False,2024-11-15,,5,1
sh.512060,1,天弘中证A100ETF,True,False,2025-07-18,,5,1
sh.512070,1,易方达沪深300非银ETF,True,False,2014-07-18,,5,1
sh.512080,1,中金中证A500ETF,True,False,2025-01-21,,5,1
sh.512090,1,易方达MSCI中国A股国际通ETF,True,False,2018-06-01,,5,1
sh.512100,1,南方中证1000ETF,True,False,2016-11-04,,5,1
sh.512120,1,华安中证细分医药ETF,True,False,2014-01-06,,5,1
sh.512130,1,鹏华中证全指自由现金流ETF,True,False,2025-07-01,,5,1
sh.512140,1,华安中证全指电力公用事业ETF,True,False,2026-05-11,,5,1
sh.512150,1,富时中国A50ETF,True,False,2019-01-21,,5,1
sh.512160,1,南方MSCI中国A股国际通ETF,True,False,2018-04-27,,5,1
sh.512170,1,华宝中证医疗ETF,True,False,2019-06-17,,5,1
sh.512180,1,建信MSCI中国A股国际通ETF,True,False,2018-05-21,,5,1
sh.512190,1,浙商汇金中证浙江凤凰行动50ETF,True,False,2019-09-09,,5,1
sh.512200,1,南方中证房地产ETF,True,False,2017-09-25,,5,1
sh.512220,1,景顺长城中证科技传媒通信150ETF,True,False,2014-08-19,,5,1
sh.512240,1,鹏华中证A50ETF,True,False,2025-04-07,,5,1
sh.512250,1,招商中证A50ETF,True,False,2025-04-14,,5,1
sh.512260,1,华安中证500低波ETF,True,False,2019-01-11,,5,1
sh.512290,1,国泰中证生物医药ETF,True,False,2019-05-20,,5,1
sh.512330,1,南方中证500信息技术ETF,True,False,2015-07-20,,5,1
sh.512360,1,平安MSCI中国A股国际ETF,True,False,2018-07-20,,5,1
sh.512370,1,华夏中证A500增强策略ETF,True,False,2025-08-18,,5,1
sh.512380,1,银华MSCI中国A股ETF,True,False,2019-04-30,,5,1
sh.512390,1,平安MSCI中国A股低波动ETF,True,False,2018-07-13,,5,1
sh.512400,1,南方中证申万有色金属ETF,True,False,2017-09-01,,5,1
sh.512430,1,华泰柏瑞中证家居家电ETF,True,False,2026-04-30,,5,1
sh.512450,1,广发中证畜牧养殖产业ETF,True,False,2026-04-01,,5,1
sh.512460,1,华夏中证电池主题ETF,True,False,2026-03-20,,5,1
sh.512480,1,国联安半导体ETF,True,False,2019-06-12,,5,1
