timestamp,current,high,open,low,close,chg,percent,amount,volume,avg,date
2013-11-08,975.1659,,,,975.1659,-10.6124,-1.08%,,,,2013-11-08
2013-11-11,975.2367,,,,975.2367,0.0708,0.01%,,,,2013-11-11
2013-11-12,986.4228,,,,986.4228,11.1861,1.15%,,,,2013-11-12
2013-11-13,965.488,,,,965.488,-20.9348,-2.12%,,,,2013-11-13
2013-11-14,975.5651,,,,975.5651,10.0771,1.04%,,,,2013-11-14
2013-11-15,994.3398,,,,994.3398,18.7747,1.92%,,,,2013-11-15
2013-11-18,1024.4726,,,,1024.4726,30.1328,3.03%,,,,2013-11-18
2013-11-19,1023.2357,,,,1023.2357,-1.2369,-0.12%,,,,2013-11-19
2013-11-20,1031.27,,,,1031.27,8.0343,0.79%,,,,2013-11-20
2013-11-21,1027.5022,,,,1027.5022,-3.7678,-0.37%,,,,2013-11-21
2013-11-22,1022.6541,,,,1022.6541,-4.8481,-0.47%,,,,2013-11-22
2013-11-25,1018.8045,,,,1018.8045,-3.8496,-0.38%,,,,2013-11-25
2013-11-26,1018.6668,,,,1018.6668,-0.1377,-0.01%,,,,2013-11-26
2013-11-27,1023.9382,,,,1023.9382,5.2714,0.52%,,,,2013-11-27
2013-11-28,1037.0711,,,,1037.0711,13.1329,1.28%,,,,2013-11-28
2013-11-29,1034.4157,,,,1034.4157,-2.6554,-0.26%,,,,2013-11-29
2013-12-02,1018.31,,,,1018.31,-16.1057,-1.56%,,,,2013-12-02
2013-12-03,1035.7714,,,,1035.7714,17.4614,1.71%,,,,2013-12-03
2013-12-04,1058.2694,,,,1058.2694,22.498,2.17%,,,,2013-12-04
2013-12-05,1061.7905,,,,1061.7905,3.5211,0.33%,,,,2013-12-05
2013-12-06,1058.3872,,,,1058.3872,-3.4033,-0.32%,,,,2013-12-06
2013-12-09,1063.2167,,,,1063.2167,4.8295,0.46%,,,,2013-12-09
2013-12-10,1082.0748,,,,1082.0748,18.8581,1.77%,,,,2013-12-10
2013-12-11,1067.6249,,,,1067.6249,-14.4499,-1.34%,,,,2013-12-11
2013-12-12,1061.2084,,,,1061.2084,-6.4165,-0.60%,,,,2013-12-12
2013-12-13,1063.7656,,,,1063.7656,2.5572,0.24%,,,,2013-12-13
2013-12-16,1046.5954,,,,1046.5954,-17.1702,-1.61%,,,,2013-12-16
2013-12-17,1033.6293,,,,1033.6293,-12.9661,-1.24%,,,,2013-12-17
2013-12-18,1031.267,,,,1031.267,-2.3623,-0.23%,,,,2013-12-18
2013-12-19,1023.3973,,,,1023.3973,-7.8697,-0.76%,,,,2013-12-19
2013-12-20,1000.5431,,,,1000.5431,-22.8542,-2.23%,,,,2013-12-20
2013-12-23,1006.1166,,,,1006.1166,5.5735,0.56%,,,,2013-12-23
2013-12-24,1012.1217,,,,1012.1217,6.0051,0.60%,,,,2013-12-24
2013-12-25,1015.4135,,,,1015.4135,3.2918,0.33%,,,,2013-12-25
2013-12-26,994.2607,,,,994.2607,-21.1528,-2.08%,,,,2013-12-26
2013-12-27,1011.7341,,,,1011.7341,17.4734,1.76%,,,,2013-12-27
2013-12-30,1006.9731,,,,1006.9731,-4.761,-0.47%,,,,2013-12-30
2013-12-31,1020.4536,,,,1020.4536,13.4805,1.34%,,,,2013-12-31
2014-01-02,1011.9393,,,,1011.9393,-8.5143,-0.83%,,,,2014-01-02
2014-01-03,995.0841,,,,995.0841,-16.8552,-1.67%,,,,2014-01-03
2014-01-06,965.3466,,,,965.3466,-29.7375,-2.99%,,,,2014-01-06
2014-01-07,962.6257,,,,962.6257,-2.7209,-0.28%,,,,2014-01-07
2014-01-08,959.0504,,,,959.0504,-3.5753,-0.37%,,,,2014-01-08
2014-01-09,949.794,,,,949.794,-9.2564,-0.97%,,,,2014-01-09
2014-01-10,946.6176,,,,946.6176,-3.1764,-0.33%,,,,2014-01-10
2014-01-13,939.8393,,,,939.8393,-6.7783,-0.72%,,,,2014-01-13
2014-01-14,956.0759,,,,956.0759,16.2366,1.73%,,,,2014-01-14
2014-01-15,956.8305,,,,956.8305,0.7546,0.08%,,,,2014-01-15
2014-01-16,958.0955,,,,958.0955,1.265,0.13%,,,,2014-01-16
2014-01-17,944.6176,,,,944.6176,-13.4779,-1.41%,,,,2014-01-17
2014-01-20,949.2149,,,,949.2149,4.5973,0.49%,,,,2014-01-20
2014-01-21,958.3442,,,,958.3442,9.1293,0.96%,,,,2014-01-21
2014-01-22,989.1505,,,,989.1505,30.8063,3.21%,,,,2014-01-22
2014-01-23,989.2435,,,,989.2435,0.093,0.01%,,,,2014-01-23
2014-01-24,999.759,,,,999.759,10.5155,1.06%,,,,2014-01-24
2014-01-27,990.1818,,,,990.1818,-9.5772,-0.96%,,,,2014-01-27
2014-01-28,988.9171,,,,988.9171,-1.2647,-0.13%,,,,2014-01-28
2014-01-29,989.2118,,,,989.2118,0.2947,0.03%,,,,2014-01-29
2014-01-30,977.8168,,,,977.8168,-11.395,-1.15%,,,,2014-01-30
2014-02-07,984.9361,,,,984.9361,7.1193,0.73%,,,,2014-02-07
2014-02-10,1006.2704,,,,1006.2704,21.3343,2.17%,,,,2014-02-10
2014-02-11,1008.1933,,,,1008.1933,1.9229,0.19%,,,,2014-02-11
2014-02-12,1013.7868,,,,1013.7868,5.5935,0.55%,,,,2014-02-12
2014-02-13,1009.2224,,,,1009.2224,-4.5644,-0.45%,,,,2014-02-13
2014-02-14,1022.0755,,,,1022.0755,12.8531,1.27%,,,,2014-02-14
2014-02-17,1030.457,,,,1030.457,8.3815,0.82%,,,,2014-02-17
2014-02-18,1024.7572,,,,1024.7572,-5.6998,-0.55%,,,,2014-02-18
2014-02-19,1033.904,,,,1033.904,9.1468,0.89%,,,,2014-02-19
2014-02-20,1027.4125,,,,1027.4125,-6.4915,-0.63%,,,,2014-02-20
2014-02-21,1011.284,,,,1011.284,-16.1285,-1.57%,,,,2014-02-21
2014-02-24,974.2723,,,,974.2723,-37.0117,-3.66%,,,,2014-02-24
2014-02-25,951.7169,,,,951.7169,-22.5554,-2.32%,,,,2014-02-25
2014-02-26,955.3791,,,,955.3791,3.6622,0.38%,,,,2014-02-26
2014-02-27,949.7472,,,,949.7472,-5.6319,-0.59%,,,,2014-02-27
2014-02-28,962.8171,,,,962.8171,13.0699,1.38%,,,,2014-02-28
2014-03-03,977.9383,,,,977.9383,15.1212,1.57%,,,,2014-03-03
2014-03-04,974.1295,,,,974.1295,-3.8088,-0.39%,,,,2014-03-04
2014-03-05,966.9357,,,,966.9357,-7.1938,-0.74%,,,,2014-03-05
2014-03-06,975.3696,,,,975.3696,8.4339,0.87%,,,,2014-03-06
2014-03-07,973.312,,,,973.312,-2.0576,-0.21%,,,,2014-03-07
2014-03-10,940.1795,,,,940.1795,-33.1325,-3.40%,,,,2014-03-10
2014-03-11,950.9531,,,,950.9531,10.7736,1.15%,,,,2014-03-11
2014-03-12,953.7726,,,,953.7726,2.8195,0.30%,,,,2014-03-12
2014-03-13,966.2165,,,,966.2165,12.4439,1.30%,,,,2014-03-13
2014-03-14,960.258,,,,960.258,-5.9585,-0.62%,,,,2014-03-14
2014-03-17,976.0227,,,,976.0227,15.7647,1.64%,,,,2014-03-17
2014-03-18,976.5405,,,,976.5405,0.5178,0.05%,,,,2014-03-18
2014-03-19,972.0561,,,,972.0561,-4.4844,-0.46%,,,,2014-03-19
2014-03-20,955.5187,,,,955.5187,-16.5374,-1.70%,,,,2014-03-20
2014-03-21,985.0373,,,,985.0373,29.5186,3.09%,,,,2014-03-21
2014-03-24,997.1447,,,,997.1447,12.1074,1.23%,,,,2014-03-24
2014-03-25,998.7416,,,,998.7416,1.5969,0.16%,,,,2014-03-25
2014-03-26,992.1661,,,,992.1661,-6.5755,-0.66%,,,,2014-03-26
2014-03-27,986.8553,,,,986.8553,-5.3108,-0.54%,,,,2014-03-27
2014-03-28,986.578,,,,986.578,-0.2773,-0.03%,,,,2014-03-28
2014-03-31,989.5173,,,,989.5173,2.9393,0.30%,,,,2014-03-31
2014-04-01,1004.2548,,,,1004.2548,14.7375,1.49%,,,,2014-04-01
2014-04-02,1016.4708,,,,1016.4708,12.216,1.22%,,,,2014-04-02
2014-04-03,1005.266,,,,1005.266,-11.2048,-1.10%,,,,2014-04-03
2014-04-04,1011.3777,,,,1011.3777,6.1117,0.61%,,,,2014-04-04
2014-04-08,1025.9579,,,,1025.9579,14.5802,1.44%,,,,2014-04-08
2014-04-09,1025.9069,,,,1025.9069,-0.051,0.00%,,,,2014-04-09
2014-04-10,1036.6829,,,,1036.6829,10.776,1.05%,,,,2014-04-10
2014-04-11,1048.238,,,,1048.238,11.5551,1.11%,,,,2014-04-11
2014-04-14,1046.2385,,,,1046.2385,-1.9995,-0.19%,,,,2014-04-14
2014-04-15,1027.3796,,,,1027.3796,-18.8589,-1.80%,,,,2014-04-15
2014-04-16,1029.0367,,,,1029.0367,1.6571,0.16%,,,,2014-04-16
2014-04-17,1027.2344,,,,1027.2344,-1.8023,-0.18%,,,,2014-04-17
2014-04-18,1026.4961,,,,1026.4961,-0.7383,-0.07%,,,,2014-04-18
2014-04-21,1008.308,,,,1008.308,-18.1881,-1.77%,,,,2014-04-21
2014-04-22,1010.5355,,,,1010.5355,2.2275,0.22%,,,,2014-04-22
2014-04-23,1018.5893,,,,1018.5893,8.0538,0.80%,,,,2014-04-23
2014-04-24,1018.7994,,,,1018.7994,0.2101,0.02%,,,,2014-04-24
2014-04-25,1003.2352,,,,1003.2352,-15.5642,-1.53%,,,,2014-04-25
2014-04-28,991.1058,,,,991.1058,-12.1294,-1.21%,,,,2014-04-28
2014-04-29,1003.273,,,,1003.273,12.1672,1.23%,,,,2014-04-29
2014-04-30,1002.4693,,,,1002.4693,-0.8037,-0.08%,,,,2014-04-30
2014-05-05,998.1384,,,,998.1384,-4.3309,-0.43%,,,,2014-05-05
2014-05-06,995.1345,,,,995.1345,-3.0039,-0.30%,,,,2014-05-06
2014-05-07,988.1135,,,,988.1135,-7.021,-0.71%,,,,2014-05-07
2014-05-08,987.3381,,,,987.3381,-0.7754,-0.08%,,,,2014-05-08
2014-05-09,983.3374,,,,983.3374,-4.0007,-0.41%,,,,2014-05-09
2014-05-12,998.2164,,,,998.2164,14.879,1.51%,,,,2014-05-12
2014-05-13,999.5824,,,,999.5824,1.366,0.14%,,,,2014-05-13
2014-05-14,998.0482,,,,998.0482,-1.5342,-0.15%,,,,2014-05-14
2014-05-15,988.3919,,,,988.3919,-9.6563,-0.97%,,,,2014-05-15
2014-05-16,993.472,,,,993.472,5.0801,0.51%,,,,2014-05-16
2014-05-19,981.8992,,,,981.8992,-11.5728,-1.16%,,,,2014-05-19
2014-05-20,978.8514,,,,978.8514,-3.0478,-0.31%,,,,2014-05-20
2014-05-21,988.5442,,,,988.5442,9.6928,0.99%,,,,2014-05-21
2014-05-22,989.4071,,,,989.4071,0.8629,0.09%,,,,2014-05-22
2014-05-23,1000.1524,,,,1000.1524,10.7453,1.09%,,,,2014-05-23
2014-05-26,1004.5826,,,,1004.5826,4.4302,0.44%,,,,2014-05-26
2014-05-27,1002.2834,,,,1002.2834,-2.2992,-0.23%,,,,2014-05-27
