timestamp,current,high,open,low,close,chg,percent,amount,volume,avg,date
2025-02-05,7045.9974,7222.4223,7222.4223,6989.2521,7045.9974,-132.8355,-1.85%,1033.8,3248.56,,2025-02-05
2025-02-06,7283.4233,7285.1643,7042.0969,7042.0969,7283.4233,237.4259,3.37%,1021.11,3327.33,,2025-02-06
2025-02-07,7388.6143,7529.8264,7311.7639,7283.6742,7388.6143,105.191,1.44%,1205.78,3710.61,,2025-02-07
2025-02-10,7429.7361,7440.5877,7421.2476,7351.9805,7429.7361,41.1218,0.56%,932.74,3092.58,,2025-02-10
2025-02-11,7422.1902,7475.2166,7437.1896,7359.4007,7422.1902,-7.5459,-0.10%,833.72,2726.16,,2025-02-11
2025-02-12,7532.1574,7535.0608,7400.0021,7369.6962,7532.1574,109.9672,1.48%,926.67,2316.6,,2025-02-12
2025-02-13,7282.3514,7499.182,7499.182,7281.5754,7282.3514,-249.806,-3.32%,947.72,2343.62,,2025-02-13
2025-02-14,7248.9289,7339.9934,7274.8751,7201.8705,7248.9289,-33.4225,-0.46%,762.64,1892.66,,2025-02-14
2025-02-17,7470.8251,7502.8845,7266.7058,7266.7058,7470.8251,221.8962,3.06%,963.95,2393.8,,2025-02-17
2025-02-18,7329.2273,7503.4562,7422.5339,7292.5376,7329.2273,-141.5978,-1.90%,900.47,2335.35,,2025-02-18
2025-02-19,7488.1348,7491.1091,7321.7013,7311.2264,7488.1348,158.9075,2.17%,923.41,2325.59,,2025-02-19
2025-02-20,7504.4402,7554.4671,7516.2177,7436.0141,7504.4402,16.3054,0.22%,983.47,2598.96,,2025-02-20
2025-02-21,7782.6335,7829.2046,7527.1481,7507.868,7782.6335,278.1933,3.71%,1314.75,3075.48,,2025-02-21
2025-02-24,7651.1575,7743.751,7743.751,7593.9134,7651.1575,-131.476,-1.69%,1118.57,2745.1,,2025-02-24
2025-02-25,7609.0746,7722.0522,7490.8643,7475.9787,7609.0746,-42.0829,-0.55%,1017.63,2558.5,,2025-02-25
2025-02-26,7741.5498,7743.4483,7628.8055,7522.9653,7741.5498,132.4752,1.74%,1052.55,2595.15,,2025-02-26
2025-02-27,7683.1853,7801.6782,7760.0876,7512.7324,7683.1853,-58.3645,-0.75%,1074.18,2658.35,,2025-02-27
2025-02-28,7275.817,7555.0846,7555.0846,7245.2813,7275.817,-407.3683,-5.30%,1070.18,2710.43,,2025-02-28
2025-03-03,7218.2536,7334.7595,7316.54,7130.2103,7218.2536,-57.5634,-0.79%,888.57,2488.92,,2025-03-03
2025-03-04,7313.5306,7332.5054,7071.1153,7071.1153,7313.5306,95.277,1.32%,786.38,2031.96,,2025-03-04
2025-03-05,7389.2593,7411.9913,7311.7715,7281.2368,7389.2593,75.7287,1.04%,743.54,1933.58,,2025-03-05
2025-03-06,7542.616,7576.2241,7451.3718,7443.8541,7542.616,153.3567,2.08%,949.42,2563.09,,2025-03-06
2025-03-07,7442.3322,7531.53,7504.9219,7392.5301,7442.3322,-100.2838,-1.33%,778.05,2572.02,,2025-03-07
2025-03-10,7500.6012,7514.3746,7436.3055,7388.0117,7500.6012,58.269,0.78%,656.3,1976.88,,2025-03-10
2025-03-11,7457.4416,7478.7939,7375.6705,7365.3257,7457.4416,-43.1596,-0.58%,653.95,1844.69,,2025-03-11
2025-03-12,7485.3165,7598.7209,7535.007,7472.1849,7485.3165,27.8749,0.37%,732.34,2087.36,,2025-03-12
2025-03-13,7307.8996,7510.3972,7498.9404,7262.2768,7307.8996,-177.4169,-2.37%,750.21,2135.85,,2025-03-13
2025-03-14,7480.8804,7490.526,7306.3369,7278.7052,7480.8804,172.9808,2.37%,823.31,2381.09,,2025-03-14
2025-03-17,7510.0859,7526.7255,7520.9572,7461.0823,7510.0859,29.2055,0.39%,666.17,1975.97,,2025-03-17
2025-03-18,7626.3743,7655.9384,7532.7799,7487.9066,7626.3743,116.2884,1.55%,796.82,1973.84,,2025-03-18
2025-03-19,7523.4041,7613.0064,7571.2623,7497.7923,7523.4041,-102.9702,-1.35%,708.38,1937.54,,2025-03-19
2025-03-20,7482.6872,7562.1631,7517.2345,7475.9446,7482.6872,-40.7169,-0.54%,590.03,1740.96,,2025-03-20
2025-03-21,7266.7417,7465.0177,7433.8533,7247.0883,7266.7417,-215.9455,-2.89%,637.27,2098.08,,2025-03-21
2025-03-24,7356.2529,7362.0777,7274.0892,7210.9569,7356.2529,89.5112,1.23%,624.71,2021.39,,2025-03-24
2025-03-25,7197.3904,7401.8353,7374.1193,7176.1954,7197.3904,-158.8625,-2.16%,574.04,1763.89,,2025-03-25
2025-03-26,7212.9705,7289.39,7193.4997,7193.4997,7212.9705,15.5801,0.22%,463.81,1460.01,,2025-03-26
2025-03-27,7212.133,7317.8467,7168.0223,7129.7458,7212.133,-0.8375,-0.01%,542.84,1588.84,,2025-03-27
2025-03-28,7163.4405,7253.7384,7209.6562,7156.2851,7163.4405,-48.6925,-0.68%,452.04,1383.33,,2025-03-28
2025-03-31,7216.1821,7225.077,7122.4153,7076.3962,7216.1821,52.7416,0.74%,583.68,2638.5,,2025-03-31
2025-04-01,7210.1359,7262.6181,7244.2266,7193.059,7210.1359,-6.0462,-0.08%,524.35,2258.58,,2025-04-01
2025-04-02,7236.177,7303.777,7211.2533,7204.7992,7236.177,26.0411,0.36%,441.71,2011.8,,2025-04-02
2025-04-03,6991.7237,7168.0007,7095.7554,6943.5967,6991.7237,-244.4533,-3.38%,617.28,1652.6,,2025-04-03
2025-04-07,6130.3268,6503.8704,6387.503,6021.0884,6130.3268,-861.3969,-12.32%,701.29,2140.15,,2025-04-07
2025-04-08,6007.808,6192.1185,6131.5267,5889.1469,6007.808,-122.5188,-2.00%,751.73,2490.85,,2025-04-08
2025-04-09,6152.892,6201.1844,5846.969,5699.934,6152.892,145.084,2.41%,773.38,2614.28,,2025-04-09
2025-04-10,6365.3843,6537.2187,6437.766,6355.7056,6365.3843,212.4923,3.45%,765.29,2360.69,,2025-04-10
2025-04-11,6549.8414,6634.7629,6327.4621,6323.2649,6549.8414,184.4571,2.90%,724.96,2094.44,,2025-04-11
2025-04-14,6633.8073,6702.4531,6685.1748,6599.6721,6633.8073,83.9659,1.28%,653.37,1971.41,,2025-04-14
2025-04-15,6601.7883,6632.9129,6621.1201,6527.4264,6601.7883,-32.019,-0.48%,458.55,1476.95,,2025-04-15
2025-04-16,6524.6756,6591.1913,6590.4571,6420.3077,6524.6756,-77.1127,-1.17%,472.94,1566.18,,2025-04-16
2025-04-17,6544.4833,6611.755,6486.2483,6484.5934,6544.4833,19.8077,0.30%,411.3,1275.87,,2025-04-17
2025-04-18,6562.8259,6580.6077,6529.0138,6505.8073,6562.8259,18.3426,0.28%,367.23,1201.64,,2025-04-18
2025-04-21,6729.4023,6729.8066,6597.3696,6562.101,6729.4023,166.5764,2.54%,462.06,1410.0,,2025-04-21
2025-04-22,6670.5348,6729.5938,6713.3235,6665.9333,6670.5348,-58.8675,-0.87%,455.86,1436.05,,2025-04-22
2025-04-23,6811.7726,6858.1761,6763.3996,6705.0976,6811.7726,141.2378,2.12%,623.46,1711.68,,2025-04-23
2025-04-24,6720.6441,6807.2892,6797.2991,6706.0707,6720.6441,-91.1285,-1.34%,491.22,1846.49,,2025-04-24
2025-04-25,6790.3504,6858.6892,6760.5862,6739.1947,6790.3504,69.7063,1.04%,554.22,1823.96,,2025-04-25
2025-04-28,6757.7266,6791.6603,6791.6603,6711.6273,6757.7266,-32.6238,-0.48%,483.72,1838.2,,2025-04-28
2025-04-29,6798.4512,6803.5905,6738.2941,6700.3957,6798.4512,40.7246,0.60%,475.37,1377.48,,2025-04-29
2025-04-30,6882.2675,6906.3703,6814.1234,6800.2793,6882.2675,83.8163,1.23%,568.22,1685.72,,2025-04-30
2025-05-06,7065.9929,7066.2053,6970.7805,6970.7805,7065.9929,183.7254,2.67%,649.43,1961.38,,2025-05-06
2025-05-07,7054.3888,7183.1475,7171.1522,6990.5812,7054.3888,-11.6041,-0.16%,597.84,1921.12,,2025-05-07
2025-05-08,7190.8053,7213.7811,7057.8802,7056.9161,7190.8053,136.4165,1.93%,701.17,1768.65,,2025-05-08
2025-05-09,7078.7491,7151.9671,7146.6736,7043.6215,7078.7491,-112.0562,-1.56%,507.91,1396.01,,2025-05-09
2025-05-12,7206.4725,7210.9151,7190.3439,7131.8941,7206.4725,127.7234,1.80%,595.51,1744.02,,2025-05-12
